START_DATE,VALUE
22-Dec-17,25.78259858
22-Dec-17,30.30250362
22-Dec-17,39.78905579
22-Dec-17,49.28979888
22-Dec-17,47.31078643
22-Dec-17,47.49041223
22-Dec-17,46.8297445
22-Dec-17,45.12276881
22-Dec-17,44.72471213
22-Dec-17,47.19927438
22-Dec-17,48.7366005
22-Dec-17,51.31121461
22-Dec-17,57.22985529
22-Dec-17,52.96384018
22-Dec-17,50.70533127
22-Dec-17,34.99394011
22-Dec-17,31.0133338
22-Dec-17,28.96124799
22-Dec-17,25.24061868
23-Dec-17,23.90368563
23-Dec-17,22.56319905
23-Dec-17,22.54457637
23-Dec-17,21.19007802
23-Dec-17,21.60792701
23-Dec-17,21.45188441
23-Dec-17,20.12892734
23-Dec-17,22.57876734
23-Dec-17,28.87932887
23-Dec-17,31.5845526
23-Dec-17,30.34597974
23-Dec-17,30.83153612
23-Dec-17,29.63424381
23-Dec-17,28.1573422
23-Dec-17,29.52885826
23-Dec-17,32.70382481
23-Dec-17,36.31541939
23-Dec-17,42.97885864
23-Dec-17,40.99973619
23-Dec-17,35.32749676
23-Dec-17,28.86978938
23-Dec-17,25.26950565
23-Dec-17,25.44376986
23-Dec-17,21.68046261
24-Dec-17,19.71324076
24-Dec-17,14.09692312
24-Dec-17,11.75785449
24-Dec-17,10.58947171
24-Dec-17,5.86362702
24-Dec-17,10.45942004
24-Dec-17,8.32085483
24-Dec-17,12.1631993
24-Dec-17,19.84630184
24-Dec-17,22.42268996
24-Dec-17,24.1386487
24-Dec-17,23.99621817
24-Dec-17,20.47097057
24-Dec-17,19.27323769
24-Dec-17,19.05505411
24-Dec-17,22.44439617
24-Dec-17,27.3032375
24-Dec-17,34.7617999
24-Dec-17,34.05866774
24-Dec-17,30.8563511
24-Dec-17,27.97182223
24-Dec-17,24.50431665
24-Dec-17,27.74782087
24-Dec-17,22.7065774
25-Dec-17,11.25758065
25-Dec-17,8.05028679
25-Dec-17,6.71452234
25-Dec-17,6.04729734
25-Dec-17,3.34852381
25-Dec-17,5.97302898
25-Dec-17,4.74476911
25-Dec-17,6.93577487
25-Dec-17,17.88255692
25-Dec-17,20.20401793
25-Dec-17,21.7501864
25-Dec-17,21.62184952
25-Dec-17,18.44541649
25-Dec-17,17.36619624
25-Dec-17,17.16960168
25-Dec-17,20.22357599
25-Dec-17,24.37272526
25-Dec-17,31.03074565
25-Dec-17,30.40308123
25-Dec-17,27.54447646
25-Dec-17,16.76797678
25-Dec-17,14.68934725
25-Dec-17,16.6371847
25-Dec-17,13.61452889
26-Dec-17,11.25758065
26-Dec-17,8.05028679
26-Dec-17,6.71452234
26-Dec-17,6.04729734
26-Dec-17,3.34852381
26-Dec-17,5.97302898
26-Dec-17,4.74476911
26-Dec-17,6.93577487
26-Dec-17,17.88255692
26-Dec-17,20.20401793
26-Dec-17,21.7501864
26-Dec-17,21.62184952
26-Dec-17,18.44541649
26-Dec-17,17.36619624
26-Dec-17,17.16960168
26-Dec-17,20.22357599
26-Dec-17,24.37272526
26-Dec-17,31.03074565
26-Dec-17,30.40308123
26-Dec-17,27.54447646
26-Dec-17,16.76797678
26-Dec-17,14.68934725
26-Dec-17,16.6371847
26-Dec-17,13.61452889
27-Dec-17,17.38976698
27-Dec-17,15.80835353
27-Dec-17,15.64043639
27-Dec-17,14.67290669
27-Dec-17,15.39901185
27-Dec-17,18.19703882
27-Dec-17,21.08760886
27-Dec-17,25.23286843
27-Dec-17,36.71332712
27-Dec-17,36.74873145
27-Dec-17,36.25348765
27-Dec-17,34.88116566
27-Dec-17,33.67215267
27-Dec-17,32.76690538
27-Dec-17,34.34715457
27-Dec-17,36.5760435
27-Dec-17,39.65567157
27-Dec-17,44.41510442
27-Dec-17,44.08974199
27-Dec-17,40.7997458
27-Dec-17,27.88133687
27-Dec-17,24.73396515
27-Dec-17,23.53970707
27-Dec-17,18.84575038
28-Dec-17,17.38976698
28-Dec-17,15.80835353
28-Dec-17,15.64043639
28-Dec-17,14.67290669
28-Dec-17,15.39901185
28-Dec-17,18.19703882
28-Dec-17,21.08760886
28-Dec-17,25.23286843
28-Dec-17,36.71332712
28-Dec-17,36.74873145
28-Dec-17,36.25348765
28-Dec-17,34.88116566
28-Dec-17,33.67215267
28-Dec-17,32.76690538
28-Dec-17,34.34715457
28-Dec-17,36.5760435
28-Dec-17,39.65567157
28-Dec-17,44.41510442
28-Dec-17,44.08974199
28-Dec-17,40.7997458
28-Dec-17,27.88133687
28-Dec-17,24.73396515
28-Dec-17,23.53970707
28-Dec-17,18.84575038
29-Dec-17,17.38976698
29-Dec-17,15.80835353
29-Dec-17,15.64043639
29-Dec-17,14.67290669
29-Dec-17,15.39901185
29-Dec-17,18.19703882
29-Dec-17,21.08760886
29-Dec-17,25.23286843
29-Dec-17,36.71332712
29-Dec-17,36.74873145
29-Dec-17,36.25348765
29-Dec-17,34.88116566
29-Dec-17,33.67215267
29-Dec-17,32.76690538
29-Dec-17,34.34715457
29-Dec-17,36.5760435
29-Dec-17,39.65567157
29-Dec-17,44.41510442
29-Dec-17,44.08974199
29-Dec-17,40.7997458
29-Dec-17,27.88133687
29-Dec-17,24.73396515
29-Dec-17,23.53970707
29-Dec-17,18.84575038
30-Dec-17,18.09205588
30-Dec-17,17.07747771
30-Dec-17,17.06338321
30-Dec-17,16.03819938
30-Dec-17,16.35445809
30-Dec-17,16.23635367
30-Dec-17,15.23504337
30-Dec-17,17.08926128
30-Dec-17,21.85798717
30-Dec-17,23.90549823
30-Dec-17,22.96805479
30-Dec-17,23.33555978
30-Dec-17,22.42936169
30-Dec-17,21.31153459
30-Dec-17,22.34959862
30-Dec-17,24.75264572
30-Dec-17,27.48616513
30-Dec-17,32.52954332
30-Dec-17,31.03159965
30-Dec-17,26.73843365
30-Dec-17,21.8507682
30-Dec-17,19.12581019
30-Dec-17,19.25770673
30-Dec-17,16.40935972
31-Dec-17,15.61531425
31-Dec-17,14.2510194
31-Dec-17,13.72280502
31-Dec-17,13.23770366
31-Dec-17,12.93625422
31-Dec-17,11.69473082
31-Dec-17,10.83752312
31-Dec-17,12.13739368
31-Dec-17,15.00431063
31-Dec-17,16.29688787
31-Dec-17,16.80340583
31-Dec-17,18.44475325
31-Dec-17,17.92713906
31-Dec-17,16.97134419
31-Dec-17,17.23338376
31-Dec-17,18.32191713
31-Dec-17,22.82447689
31-Dec-17,26.33773604
31-Dec-17,27.53573261
31-Dec-17,27.15476296
31-Dec-17,24.76693344
31-Dec-17,22.45934681
31-Dec-17,23.64552227
31-Dec-17,19.67929234
1-Jan-18,23.30377952
1-Jan-18,22.32449835
1-Jan-18,20.1257845
1-Jan-18,16.88636398
1-Jan-18,17.42527147
1-Jan-18,16.17789748
1-Jan-18,14.7760845
1-Jan-18,17.96591622
1-Jan-18,19.79426398
1-Jan-18,23.30340314
1-Jan-18,28.01093762
1-Jan-18,29.73579311
1-Jan-18,30.99263374
1-Jan-18,31.08107567
1-Jan-18,30.32568902
1-Jan-18,32.25030514
1-Jan-18,39.09788659
1-Jan-18,48.38391029
1-Jan-18,49.33526445
1-Jan-18,46.6075524
1-Jan-18,38.6860745
1-Jan-18,34.05367187
1-Jan-18,34.95552473
1-Jan-18,28.03231162
2-Jan-18,28.59781901
2-Jan-18,27.13040462
2-Jan-18,25.66514713
2-Jan-18,24.1109546
2-Jan-18,25.29019339
2-Jan-18,27.71751096
2-Jan-18,31.50297272
2-Jan-18,36.75965831
2-Jan-18,37.20852265
2-Jan-18,39.04377002
2-Jan-18,41.62737093
2-Jan-18,42.76267784
2-Jan-18,42.52713771
2-Jan-18,40.52149578
2-Jan-18,38.6775939
2-Jan-18,40.29650474
2-Jan-18,44.46565517
2-Jan-18,49.25018007
2-Jan-18,49.01783268
2-Jan-18,46.20692741
2-Jan-18,43.51108292
2-Jan-18,34.95879546
2-Jan-18,35.70327489
2-Jan-18,30.73498753
3-Jan-18,28.59781901
3-Jan-18,27.13040462
3-Jan-18,25.66514713
3-Jan-18,24.1109546
3-Jan-18,25.29019339
3-Jan-18,27.71751096
3-Jan-18,31.50297272
3-Jan-18,36.75965831
3-Jan-18,37.20852265
3-Jan-18,39.04377002
3-Jan-18,41.62737093
3-Jan-18,42.76267784
3-Jan-18,42.52713771
3-Jan-18,40.52149578
3-Jan-18,38.6775939
3-Jan-18,40.29650474
3-Jan-18,44.46565517
3-Jan-18,49.25018007
3-Jan-18,49.01783268
3-Jan-18,46.20692741
3-Jan-18,43.51108292
3-Jan-18,34.95879546
3-Jan-18,35.70327489
3-Jan-18,30.73498753
4-Jan-18,28.59781901
4-Jan-18,27.13040462
4-Jan-18,25.66514713
4-Jan-18,24.1109546
4-Jan-18,25.29019339
4-Jan-18,27.71751096
4-Jan-18,31.50297272
4-Jan-18,36.75965831
4-Jan-18,37.20852265
4-Jan-18,39.04377002
4-Jan-18,41.62737093
4-Jan-18,42.76267784
4-Jan-18,42.52713771
4-Jan-18,40.52149578
4-Jan-18,38.6775939
4-Jan-18,40.29650474
4-Jan-18,44.46565517
4-Jan-18,49.25018007
4-Jan-18,49.01783268
4-Jan-18,46.20692741
4-Jan-18,43.51108292
4-Jan-18,34.95879546
4-Jan-18,35.70327489
4-Jan-18,30.73498753
5-Jan-18,28.59781901
5-Jan-18,27.13040462
5-Jan-18,25.66514713
5-Jan-18,24.1109546
5-Jan-18,25.29019339
5-Jan-18,27.71751096
5-Jan-18,31.50297272
5-Jan-18,36.75965831
5-Jan-18,37.20852265
5-Jan-18,39.04377002
5-Jan-18,41.62737093
5-Jan-18,42.76267784
5-Jan-18,42.52713771
5-Jan-18,40.52149578
5-Jan-18,38.6775939
5-Jan-18,40.29650474
5-Jan-18,44.46565517
5-Jan-18,49.25018007
5-Jan-18,49.01783268
5-Jan-18,46.20692741
5-Jan-18,43.51108292
5-Jan-18,34.95879546
5-Jan-18,35.70327489
5-Jan-18,30.73498753
6-Jan-18,29.80120842
6-Jan-18,27.08334142
6-Jan-18,25.24641625
6-Jan-18,25.09481736
6-Jan-18,24.33635457
6-Jan-18,24.39595336
6-Jan-18,23.74518082
6-Jan-18,26.81571413
6-Jan-18,31.08950867
6-Jan-18,33.99538798
6-Jan-18,34.29050579
6-Jan-18,34.98469242
6-Jan-18,33.28050212
6-Jan-18,31.19086869
6-Jan-18,30.04670394
6-Jan-18,31.57946645
6-Jan-18,36.04207559
6-Jan-18,42.9786332
6-Jan-18,43.902358
6-Jan-18,38.74448564
6-Jan-18,31.22287413
6-Jan-18,28.66912861
6-Jan-18,29.00540839
6-Jan-18,26.65568833
7-Jan-18,22.37823342
7-Jan-18,20.78698822
7-Jan-18,20.80178867
7-Jan-18,19.42106285
7-Jan-18,19.58863654
7-Jan-18,19.87756317
7-Jan-18,17.66291384
7-Jan-18,20.4299461
7-Jan-18,23.229167
7-Jan-18,25.75593301
7-Jan-18,27.19590111
7-Jan-18,31.38727652
7-Jan-18,29.78662566
7-Jan-18,26.75767497
7-Jan-18,26.82214084
7-Jan-18,27.38487585
7-Jan-18,31.57977072
7-Jan-18,39.69050753
7-Jan-18,43.08418274
7-Jan-18,41.00172825
7-Jan-18,35.12474938
7-Jan-18,29.35678316
7-Jan-18,31.28384275
7-Jan-18,26.62865783
8-Jan-18,33.45651349
8-Jan-18,31.80075844
8-Jan-18,30.20221683
8-Jan-18,29.0559969
8-Jan-18,29.75171159
8-Jan-18,32.50240506
8-Jan-18,44.12282281
8-Jan-18,64.60193578
8-Jan-18,67.68084611
8-Jan-18,66.71207957
8-Jan-18,65.50842013
8-Jan-18,64.04597507
8-Jan-18,61.36697445
8-Jan-18,60.50356879
8-Jan-18,59.9486676
8-Jan-18,60.80668715
8-Jan-18,63.2806347
8-Jan-18,74.70989487
8-Jan-18,75.12042827
8-Jan-18,64.30268335
8-Jan-18,56.0983209
8-Jan-18,45.39818741
8-Jan-18,40.837859
8-Jan-18,34.05102688
9-Jan-18,33.62997793
9-Jan-18,31.97120619
9-Jan-18,30.37075623
9-Jan-18,29.20103121
9-Jan-18,29.87866494
9-Jan-18,32.62486708
9-Jan-18,44.33295901
9-Jan-18,65.02633909
9-Jan-18,67.88408738
9-Jan-18,66.9346267
9-Jan-18,65.76344744
9-Jan-18,64.28719865
9-Jan-18,61.62358369
9-Jan-18,60.69859622
9-Jan-18,60.12172194
9-Jan-18,60.94277817
9-Jan-18,63.41206493
9-Jan-18,74.94906753
9-Jan-18,75.46598329
9-Jan-18,64.51670865
9-Jan-18,56.46507977
9-Jan-18,45.66582562
9-Jan-18,41.05583379
9-Jan-18,34.20246115
10-Jan-18,33.76666669
10-Jan-18,32.10849205
10-Jan-18,30.50969539
10-Jan-18,29.31862314
10-Jan-18,29.98040302
10-Jan-18,32.7168281
10-Jan-18,44.4780792
10-Jan-18,65.32854218
10-Jan-18,68.06118719
10-Jan-18,67.12948568
10-Jan-18,65.98550936
10-Jan-18,64.50040664
10-Jan-18,61.8469904
10-Jan-18,60.87820615
10-Jan-18,60.2853196
10-Jan-18,61.07558329
10-Jan-18,63.54179065
10-Jan-18,75.17301527
10-Jan-18,75.73538259
10-Jan-18,64.68848102
10-Jan-18,56.73123389
10-Jan-18,45.85926908
10-Jan-18,41.21683669
10-Jan-18,34.31183771
11-Jan-18,33.86464418
11-Jan-18,32.21087064
11-Jan-18,30.61747641
11-Jan-18,29.40732838
11-Jan-18,30.05559873
11-Jan-18,32.77668281
11-Jan-18,44.55476149
11-Jan-18,65.5021135
11-Jan-18,68.21076967
11-Jan-18,67.29519925
11-Jan-18,66.17287086
11-Jan-18,64.68412454
11-Jan-18,62.03544704
11-Jan-18,61.04158715
11-Jan-18,60.43896285
11-Jan-18,61.20492957
11-Jan-18,63.66972216
11-Jan-18,75.38093678
11-Jan-18,75.92461797
11-Jan-18,64.81577663
11-Jan-18,56.8914883
11-Jan-18,45.97461278
11-Jan-18,41.31786916
11-Jan-18,34.37694301
12-Jan-18,34.06473476
12-Jan-18,32.22850007
12-Jan-18,30.34528203
12-Jan-18,29.36010935
12-Jan-18,30.25630816
12-Jan-18,32.80798059
12-Jan-18,43.85601331
12-Jan-18,65.00686033
12-Jan-18,54.78680652
12-Jan-18,53.12088695
12-Jan-18,50.36920894
12-Jan-18,49.51143356
12-Jan-18,46.17119147
12-Jan-18,44.93543891
12-Jan-18,43.3787555
12-Jan-18,45.61545024
12-Jan-18,48.42023216
12-Jan-18,55.44686982
12-Jan-18,53.55633679
12-Jan-18,49.38525514
12-Jan-18,44.22918477
12-Jan-18,37.85288499
12-Jan-18,35.58334194
12-Jan-18,32.14530056
13-Jan-18,34.77383996
13-Jan-18,31.6024695
13-Jan-18,29.45903485
13-Jan-18,29.28214017
13-Jan-18,28.3971202
13-Jan-18,28.46666365
13-Jan-18,27.70730319
13-Jan-18,31.29018588
13-Jan-18,36.27710606
13-Jan-18,39.66786056
13-Jan-18,40.01222174
13-Jan-18,40.82224037
13-Jan-18,38.83368878
13-Jan-18,36.39537898
13-Jan-18,35.06029884
13-Jan-18,36.8488182
13-Jan-18,42.05605862
13-Jan-18,50.15005067
13-Jan-18,51.22790822
13-Jan-18,45.20939297
13-Jan-18,36.43272489
13-Jan-18,33.45286117
13-Jan-18,33.84525267
13-Jan-18,31.10345819
14-Jan-18,26.11226845
14-Jan-18,24.25550793
14-Jan-18,24.27277761
14-Jan-18,22.66166452
14-Jan-18,22.85719949
14-Jan-18,23.1943346
14-Jan-18,20.61014927
14-Jan-18,23.83888844
14-Jan-18,27.10518756
14-Jan-18,30.05356995
14-Jan-18,31.73381115
14-Jan-18,36.62455956
14-Jan-18,34.75682391
14-Jan-18,31.22246267
14-Jan-18,31.297685
14-Jan-18,31.95431885
14-Jan-18,36.84917605
14-Jan-18,46.31326832
14-Jan-18,50.27321266
14-Jan-18,47.84328036
14-Jan-18,40.98566959
14-Jan-18,34.25526427
14-Jan-18,36.50387353
14-Jan-18,31.07192047
15-Jan-18,34.14500278
15-Jan-18,32.5160762
15-Jan-18,30.95214584
15-Jan-18,29.67530922
15-Jan-18,30.27871766
15-Jan-18,32.90356432
15-Jan-18,44.66860542
15-Jan-18,65.87931012
15-Jan-18,68.72649514
15-Jan-18,67.86991638
15-Jan-18,66.81474896
15-Jan-18,65.33021178
15-Jan-18,62.68014236
15-Jan-18,61.66370237
15-Jan-18,61.06071834
15-Jan-18,61.78252903
15-Jan-18,64.26761175
15-Jan-18,76.20184507
15-Jan-18,76.45599875
15-Jan-18,65.15445742
15-Jan-18,57.26346799
15-Jan-18,46.23961854
15-Jan-18,41.56646533
15-Jan-18,34.4975104
16-Jan-18,34.2003388
16-Jan-18,32.57715204
16-Jan-18,31.02018419
16-Jan-18,29.72909153
16-Jan-18,30.32302171
16-Jan-18,32.92265643
16-Jan-18,44.6830768
16-Jan-18,65.95029445
16-Jan-18,68.83492272
16-Jan-18,67.99158679
16-Jan-18,66.95029868
16-Jan-18,65.46860942
16-Jan-18,62.81643189
16-Jan-18,61.80341289
16-Jan-18,61.20601721
16-Jan-18,61.92624818
16-Jan-18,64.42077725
16-Jan-18,76.39088393
16-Jan-18,76.55995788
16-Jan-18,65.21413837
16-Jan-18,57.33414215
16-Jan-18,46.28972227
16-Jan-18,41.61386975
16-Jan-18,34.51466571
17-Jan-18,34.24956728
17-Jan-18,32.63169426
17-Jan-18,31.08121826
17-Jan-18,29.77717959
17-Jan-18,30.36255016
17-Jan-18,32.93963458
17-Jan-18,44.69576818
17-Jan-18,66.01259059
17-Jan-18,68.93348239
17-Jan-18,68.10233383
17-Jan-18,67.07348714
17-Jan-18,65.59492964
17-Jan-18,62.9402877
17-Jan-18,61.93274873
17-Jan-18,61.34205602
17-Jan-18,62.06313644
17-Jan-18,64.56773986
17-Jan-18,76.56709954
17-Jan-18,76.6522834
17-Jan-18,65.26771408
17-Jan-18,57.39629911
17-Jan-18,46.33376722
17-Jan-18,41.65565073
17-Jan-18,34.52981891
18-Jan-18,34.29229659
18-Jan-18,32.67920668
18-Jan-18,31.13461081
18-Jan-18,29.81911823
18-Jan-18,30.39695422
18-Jan-18,32.95568816
18-Jan-18,44.70820775
18-Jan-18,66.06595924
18-Jan-18,69.02075972
18-Jan-18,68.20052413
18-Jan-18,67.18255379
18-Jan-18,65.70720734
18-Jan-18,63.04994115
18-Jan-18,62.04916603
18-Jan-18,61.4657177
18-Jan-18,62.18939294
18-Jan-18,64.70411696
18-Jan-18,76.72667553
18-Jan-18,76.7322887
18-Jan-18,65.31657749
18-Jan-18,57.44965959
18-Jan-18,46.37156175
18-Jan-18,41.69159341
18-Jan-18,34.54427333
19-Jan-18,34.5773377
19-Jan-18,32.7244952
19-Jan-18,30.82912928
19-Jan-18,29.78360394
19-Jan-18,30.59178318
19-Jan-18,33.07619172
19-Jan-18,44.17664743
19-Jan-18,65.9109027
19-Jan-18,55.06378389
19-Jan-18,53.41624408
19-Jan-18,50.65065274
19-Jan-18,49.80471765
19-Jan-18,46.42732137
19-Jan-18,45.16032767
19-Jan-18,43.57395229
19-Jan-18,45.86112685
19-Jan-18,48.67683752
19-Jan-18,55.75076256
19-Jan-18,53.70509479
19-Jan-18,49.50850047
19-Jan-18,44.39587197
19-Jan-18,37.93665602
19-Jan-18,35.62422047
19-Jan-18,32.19785236
20-Jan-18,34.80589208
20-Jan-18,31.615277
20-Jan-18,29.44248663
20-Jan-18,29.31759577
20-Jan-18,28.41978666
20-Jan-18,28.5019074
20-Jan-18,27.65639929
20-Jan-18,31.15758617
20-Jan-18,36.20691177
20-Jan-18,39.61551554
20-Jan-18,40.02905392
20-Jan-18,40.95009639
20-Jan-18,38.99165404
20-Jan-18,36.54522843
20-Jan-18,35.22808831
20-Jan-18,37.05630295
20-Jan-18,42.6517641
20-Jan-18,50.8627588
20-Jan-18,51.44525126
20-Jan-18,45.34519459
20-Jan-18,36.51627214
20-Jan-18,33.66130461
20-Jan-18,34.08911658
20-Jan-18,31.53854087
21-Jan-18,26.49516502
21-Jan-18,24.73395691
21-Jan-18,24.92157824
21-Jan-18,23.33509585
21-Jan-18,23.74171228
21-Jan-18,24.07994845
21-Jan-18,21.3101824
21-Jan-18,24.54631929
21-Jan-18,27.64037107
21-Jan-18,30.51514959
21-Jan-18,31.95790964
21-Jan-18,37.19661501
21-Jan-18,35.32964868
21-Jan-18,31.72590815
21-Jan-18,31.89749846
21-Jan-18,32.73863457
21-Jan-18,37.79504366
21-Jan-18,47.31412861
21-Jan-18,50.72706574
21-Jan-18,48.24022021
21-Jan-18,41.42270851
21-Jan-18,34.50013139
21-Jan-18,36.90973942
21-Jan-18,31.56990796
22-Jan-18,34.39038979
22-Jan-18,32.78903481
22-Jan-18,31.25902092
22-Jan-18,29.91627558
22-Jan-18,30.47635097
22-Jan-18,33.03444414
22-Jan-18,44.78601295
22-Jan-18,66.18537304
22-Jan-18,69.22875644
22-Jan-18,68.4350508
22-Jan-18,67.442391
22-Jan-18,65.97659152
22-Jan-18,63.31115893
22-Jan-18,62.33477282
22-Jan-18,61.7742521
22-Jan-18,62.51208443
22-Jan-18,65.05611776
22-Jan-18,77.12225654
22-Jan-18,76.91537604
22-Jan-18,65.49276624
22-Jan-18,57.56955194
22-Jan-18,46.45640332
22-Jan-18,41.77268349
22-Jan-18,34.62116957
23-Jan-18,34.39474897
23-Jan-18,32.79395556
23-Jan-18,31.26464721
23-Jan-18,29.92063989
23-Jan-18,30.47990138
23-Jan-18,33.0637154
23-Jan-18,44.82011715
23-Jan-18,66.1905148
23-Jan-18,69.23840523
23-Jan-18,68.44595703
23-Jan-18,67.45444015
23-Jan-18,65.98918049
23-Jan-18,63.32327123
23-Jan-18,62.34843967
23-Jan-18,61.78927233
23-Jan-18,62.52816938
23-Jan-18,65.07382795
23-Jan-18,77.14138932
23-Jan-18,76.92348148
23-Jan-18,65.53896177
23-Jan-18,57.57474138
23-Jan-18,46.46007146
23-Jan-18,41.77621146
23-Jan-18,34.65167987
24-Jan-18,34.37825845
24-Jan-18,32.7724425
24-Jan-18,31.23813732
24-Jan-18,29.9039864
24-Jan-18,30.47111519
24-Jan-18,33.09981105
24-Jan-18,44.8784115
24-Jan-18,66.18889289
24-Jan-18,69.22725221
24-Jan-18,68.42252021
24-Jan-18,67.41639872
24-Jan-18,65.94857622
24-Jan-18,63.27923396
24-Jan-18,62.30763048
24-Jan-18,61.74685044
24-Jan-18,62.49349238
24-Jan-18,65.03714371
24-Jan-18,77.08003086
24-Jan-18,76.91389494
24-Jan-18,65.58779098
24-Jan-18,57.5657535
24-Jan-18,46.45991995
24-Jan-18,41.77571793
24-Jan-18,34.6916781
25-Jan-18,34.33081991
25-Jan-18,32.71059246
25-Jan-18,31.16192139
25-Jan-18,29.85610763
25-Jan-18,30.4458549
25-Jan-18,33.14315923
25-Jan-18,44.97407085
25-Jan-18,66.1840577
25-Jan-18,69.19457318
25-Jan-18,68.35421096
25-Jan-18,67.30592456
25-Jan-18,65.83072253
25-Jan-18,63.15149877
25-Jan-18,62.18913762
25-Jan-18,61.62370718
25-Jan-18,62.39262613
