Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
32.93133644,12.73221159,35.60082055,5.485976734,642.1015787
33.2356065,11.22336889,37.69230086,2.594189721,413.3717831
33.9257949,12.01102188,36.70105232,2.753424169,479.2310929
33.05926409,11.7259101,35.9990993,5.004820577,593.0772413
32.40173183,12.08930957,38.3099079,3.873337569,506.5473071
33.88994101,13.06863858,37.54052036,3.798725319,571.3074949
34.56938122,12.85499037,35.00748226,3.292797663,576.3111774
33.7016052,11.56402237,37.67321037,4.716104987,576.8025474
33.26833022,11.1133299,37.38794554,4.01872661,514.2395207
31.35847719,12.80988347,36.54966799,3.63770128,495.1759504
33.01479222,11.76117233,37.57016384,3.834169667,514.3365583
31.57613197,12.57989417,37.09326487,4.531986607,541.226584
32.65726859,11.95792306,36.63465233,4.106055152,516.8315567
34.7093233,10.65179378,37.14600653,3.218265385,468.4457372
34.53665918,12.75207661,36.71413784,3.283663455,548.2803202
32.77171501,11.54083244,37.52642103,2.924020725,431.6177338
33.70040046,11.92439492,37.24503247,3.905250309,552.9403455
32.43977025,12.42413041,38.94882503,4.920318406,573.3062223
34.312167,11.81058676,37.41413357,2.473596121,452.627255
32.45517629,12.75916898,36.59911235,4.131276648,542.7115581
33.54097679,11.85189083,37.42454792,1.767730708,407.8040306
33.35839828,12.70368793,36.10091445,2.724108202,482.3535703
32.68612926,12.21525242,36.59436168,3.89711586,529.2300901
34.55829461,11.281445,36.49440648,2.491671541,433.0487691
33.54774794,10.73536292,37.45837473,3.863425442,476.1914133
31.95490386,10.96313178,37.32728269,3.5786339,439.9978799
31.06621816,11.73509455,36.59937399,3.958892264,448.9332932
31.85125313,12.41896198,35.97765171,3.25174177,472.9922467
32.60928264,10.53730754,35.7305524,3.914384667,463.923513
32.11511907,11.9192424,39.29404346,1.443515075,350.0582002
33.92462481,11.91141556,38.2747022,2.910037917,460.0612774
33.4771904,12.488067,36.51838359,3.345570976,505.7711403
32.11640012,12.38069498,37.23200331,3.089527782,463.4849954
32.2559012,10.48050683,37.33866962,4.514122441,479.7319376
32.69239222,12.29651768,36.95155521,1.825884669,424.1854943
32.38473266,10.8616042,36.58443762,3.993656513,465.8893127
34.33872939,10.71635514,38.30720401,2.652158305,426.775216
32.88710465,12.38718417,37.4311591,6.401228838,684.163431
32.51021799,10.98483589,37.39649748,5.391275125,555.8925954
31.94539575,12.96576148,36.9663889,6.076653638,657.0199239
36.13966249,12.05026723,36.95964319,3.864860739,595.8038189
32.44952156,13.45772494,37.23880567,2.941410754,503.9783791
32.29464155,12.44304789,37.32784804,5.084861309,586.1558702
34.60331112,12.20729849,33.91384725,6.922689335,744.2218671
33.59852032,11.58631953,39.09462703,3.60439856,512.8253581
34.56868085,11.37808709,38.30447119,3.78493211,528.2238094
32.83810016,12.3643416,38.03910939,3.309182328,468.9135013
33.50370518,12.39943608,35.01280603,0.968622116,357.5914394
33.30188161,12.54248105,38.3113649,3.768561963,536.4231045
30.87948434,13.28043224,36.93615938,3.585160635,490.2066
33.15425476,11.79588668,37.65861691,4.520353377,550.0475806
32.04780098,12.71803917,37.66110668,3.6758488,513.4505712
33.63080077,12.03964784,38.92408705,2.873007509,497.81193
34.04663803,12.47445545,35.03785616,4.055775962,578.9862586
33.644177,13.16002004,36.40774745,3.015175299,506.5363931
32.65462161,11.05232365,37.63300942,4.717102513,501.7492333
33.42874704,10.63676108,37.57883524,2.926396449,421.9667942
31.86483255,13.44340599,36.87831537,2.361086947,439.8912805
34.48238805,13.28303287,35.90729843,4.968742674,666.1255917
32.52976873,11.7477317,36.93988205,0.80151572,298.7620079
33.4322314,10.85960853,38.83567008,3.669225611,465.1766233
33.30857162,11.69168613,37.48091198,1.715777167,373.8857237
32.33263707,11.54876144,38.57651555,4.773503047,532.7174857
34.71345123,11.72400223,36.81385766,4.087837273,554.900783
32.635878,12.17857308,35.67425603,4.13175504,537.7731625
33.07570303,12.31984506,37.81915511,3.442799202,501.1002452
32.23014912,11.08436084,37.95968432,4.72402744,517.1651356
34.14286337,13.17777453,38.85604171,3.230973843,557.5292736
32.49719846,12.83280284,37.67924462,2.972271382,493.719193
33.12239998,11.509048,37.25305774,3.182329732,452.1226251
33.08852937,11.85766344,36.08693433,4.806349619,577.273455
32.53379686,12.29336584,37.0646212,3.620364988,485.9231305
32.48426048,10.93325228,36.54550623,3.261324745,425.745092
32.54345917,13.33283928,37.96439033,3.597459969,537.2150527
32.28312306,10.90255623,36.09424195,4.789201624,524.6379646
32.20079864,12.27698171,38.23260623,3.316464745,478.8853913
34.71331651,12.03880824,37.63529941,4.632460946,612.3852299
32.71251233,11.72447386,37.1531516,3.308443001,476.7667242
33.69489765,11.2026699,35.49396408,4.01598664,505.1196375
31.57020083,13.37806333,36.33780003,4.369366794,545.9454921
33.45947685,11.38861262,37.90913872,2.566639844,434.0216998
31.8209982,10.77107406,37.27863979,3.519032434,424.675281
32.73322416,11.81857176,37.10203133,1.503854421,352.5501082
32.4071483,13.80879868,37.42676892,5.039955264,662.9610878
33.50609228,11.65983284,37.28139283,4.478712608,560.5601606
30.83643267,13.10010954,35.90772143,3.361612985,467.5019004
34.87849495,13.06789568,36.67822227,1.920715478,504.8704324
34.00721197,12.49432293,36.04545942,4.330714462,590.5627196
31.52575242,11.34003593,37.03951365,3.811248171,443.9656268
31.04722214,11.19966096,38.6887091,3.088763958,392.4973992
34.59577669,11.33248778,35.4598628,4.541695257,568.7175759
34.96760989,13.9194944,37.95201319,5.066696864,712.3963268
32.29524763,11.03135834,38.25297827,3.107468683,413.2959992
33.32424052,11.08458409,36.77601658,4.746989703,562.0820454
32.90345433,10.54264542,35.5338635,3.09182687,412.0129313
32.55949313,11.79779551,37.7773658,3.195625776,468.6684656
31.76561882,12.44261655,38.13171203,3.850279639,496.5540816
34.0816462,12.10454243,36.05964598,3.97452248,548.5185293
33.30443129,12.37849022,38.76429717,3.843848921,536.1308969
34.33075044,13.72245368,35.77311639,2.90900846,558.4272572
32.07894758,12.72590932,36.5446641,1.139093538,357.8637186
33.605799,13.6851189,34.89198327,2.685284836,529.0566632
32.74515048,10.01258337,38.35495987,3.108911449,387.3570727
32.1223648,11.43553387,36.22355746,4.852842407,528.9336186
32.53082944,12.35460708,37.12234521,2.307552421,420.9161595
31.73663569,10.74853366,35.73870747,4.835528667,496.9334463
34.11756669,11.59187167,37.7436197,3.678589399,519.3729768
33.63662446,11.23650676,37.67502073,5.254708926,591.4377356
34.33486453,11.10945633,38.58585476,3.89289148,502.4097853
34.81498394,12.11494496,36.28872395,4.389455226,604.3348401
34.64266976,11.86648121,37.71777057,4.003325039,555.0683941
32.83694077,10.25654903,36.14390846,0.789519908,256.6705823
32.29964716,12.16859647,37.07361617,4.403369831,547.1109824
31.94801742,13.08535689,37.6056528,2.64859677,461.9208769
32.7273192,13.01337563,36.65127792,2.367848224,458.3769107
33.94624062,10.98397673,37.95148946,3.050712973,436.2834981
32.35147815,13.10515852,35.57484167,3.641497162,532.9352188
34.17375202,12.14474854,37.25803146,3.397363093,512.5525344
32.97518183,13.90991551,37.79223754,4.297686524,630.4227632
32.00475302,11.39520943,37.33281446,3.803364999,463.7459811
34.19705969,13.03356618,37.07679516,2.633419989,493.1802162
33.17720467,11.62277717,35.96889569,3.634093727,501.2091727
32.69323954,12.6007504,37.37011822,3.467014066,501.9282649
31.62536013,13.18791099,37.06708997,1.494310895,376.3369008
31.26064687,13.26676035,36.9711951,2.267251114,421.3266313
31.7207699,11.75234317,38.57360523,5.023934201,538.7749335
32.92261076,11.56811634,36.90937821,2.47175067,398.1634685
32.68624509,12.63857212,36.09722093,4.297737482,571.4710341
34.05094676,11.38864458,39.08156475,2.436958876,451.6286105
32.45455254,11.8229833,36.94612578,3.656983927,490.6004425
31.28344748,12.72567737,35.96566746,5.000243361,591.7810894
32.9800292,11.20115977,37.68933698,2.412830961,409.0704721
31.90962683,11.34726361,36.32365247,5.314354141,563.4460357
34.40240965,14.22097911,37.52319665,4.077775098,647.6194557
32.95976431,11.54627576,36.94795369,3.275070681,448.340425
33.78015676,11.91763618,36.84473382,3.634996006,518.7864831
32.67294353,12.27605698,37.19279353,3.982471513,523.6339351
32.72852076,10.13171246,34.84561239,3.287701824,393.857371
33.40992259,12.02694222,36.13389429,2.313349885,426.1545477
31.72420252,13.1722875,36.19975347,3.557813698,503.3878873
32.7111193,12.32629139,36.67387836,3.350279288,482.6024673
33.13665525,13.89131342,39.22071295,2.907094935,524.7976276
34.37939438,12.93092854,36.3602472,3.792711955,574.6548434
35.53090415,11.37925718,36.63610412,4.029453828,574.7472197
33.24726795,14.06938234,38.99332245,4.978475793,660.4251843
32.09610899,10.80489056,37.37276215,2.699562055,375.3984554
35.03928306,14.42649105,37.3741835,3.930615327,640.18774
32.55052657,13.04124459,36.65520808,3.456233824,514.0098178
32.58249357,11.7397438,36.85481082,2.18201697,376.4968407
33.29698192,12.49105874,38.23894085,2.709526627,484.5198091
33.10833615,12.89237451,36.5273883,4.594116865,614.7296376
33.90271779,11.66886651,37.34126616,4.25698329,567.4750105
34.55528259,11.77777204,37.97982686,3.784273087,554.0030934
33.73264839,12.13879388,36.85388246,1.623419609,399.9838716
31.6005122,12.22296745,36.82275323,3.41450624,479.1728515
34.31892744,13.4023319,37.29204471,3.606086889,585.9318443
34.00648892,12.95627661,38.65509454,3.275733705,540.9957391
33.54047906,12.88412462,36.22604169,5.007271987,628.0478039
34.43642584,13.3254691,36.76860309,3.371258113,582.4919237
33.55169914,12.15858523,36.57513378,5.453969475,640.7861664
31.81861657,11.22654566,35.66993517,3.755869389,446.4186734
32.36312129,12.46113544,37.74560774,4.664258497,570.6300981
33.19157088,9.846124909,36.87631323,3.806670949,423.3083341
32.19249883,13.32541219,36.89729461,5.049927475,616.660286
32.60790272,13.67724584,37.7446997,2.871947536,530.3624689
32.26200311,11.64496955,37.02687697,3.236732814,442.3631174
32.27184828,13.48500899,37.55088041,3.086337272,511.97986
33.79512493,11.62099651,38.41946853,4.559699083,560.4437922
31.65480968,13.01445915,37.78903635,3.010209778,475.2634237
33.07773079,11.46698422,35.67572763,1.809229592,374.2696745
31.3123496,11.68490419,38.7170763,3.5942951,463.591418
32.87273861,12.09396636,36.62077386,3.049195744,471.6028844
33.70815341,14.32565494,35.72182733,3.634340224,626.0186727
33.90856503,12.91484663,39.06886445,1.482359644,432.4720613
32.31290975,9.82440177,35.74277913,2.921350141,356.6155679
34.39432665,12.80775183,38.55103029,1.810079876,467.4278485
32.42330473,13.05827793,37.26387556,3.373104674,503.2173931
33.53939635,10.5345535,37.03479129,2.214797519,378.4735664
33.37401693,11.14343308,35.94639915,5.454463278,584.2183135
33.79475594,10.98280553,34.81063145,3.201801722,451.7278633
33.7709001,11.15396605,37.24032955,4.729484542,557.634109
31.30919264,11.94717532,36.19083324,3.205529765,432.7207178
33.61256335,11.470565,37.06168877,3.802511439,506.42386
33.39826013,11.03785041,38.61733445,4.116340467,510.1598173
33.62259184,11.1673569,35.62658733,5.462500764,587.5747995
30.4925367,11.56293625,35.97656497,1.481616627,282.4712457
31.90485713,12.22772828,36.98591348,3.771420132,473.9498574
33.02642035,13.18681287,38.0669296,2.898299578,489.9080531
32.9751929,13.39445179,37.80697767,3.569046516,541.9722038
30.81620065,11.85139874,36.92504304,1.084585303,266.0863409
33.91401512,12.26650384,36.57503098,3.023474446,494.6871558
33.30267221,13.45922229,36.33952101,5.566384892,689.7876042
31.91207593,11.79297182,36.25781912,2.39516813,387.5347163
32.40855896,10.98574015,37.36839124,3.504833486,441.8966315
32.64461691,12.63755716,36.51708576,5.226687713,604.8413188
34.10227851,8.508152176,35.46240008,1.838210702,302.1895478
33.2485062,11.65659203,36.54860515,3.363411394,479.6148117
34.72908017,11.96689808,36.54759628,2.957448757,506.1323424
30.39318454,11.80298578,36.31576315,2.083814192,319.9288698
33.38411057,12.67740144,35.62253059,3.680847338,528.309225
32.87847437,13.03253498,37.87095205,4.693732058,610.1280331
34.50141785,12.44761745,37.53453024,4.008352235,584.105885
33.56647439,12.23565925,37.27757338,2.532044062,466.4211988
32.84879283,10.97316208,36.60950715,2.87098691,404.8245289
33.53186013,13.66576979,36.90022076,3.515688256,564.790969
33.41906735,13.39112018,37.19419105,4.069916619,596.516698
32.49541877,12.96832561,38.29611037,1.200483857,368.6547849
33.67402748,12.96889313,37.33310742,3.229450904,542.4124767
33.26463207,10.73213134,36.14579171,4.086566338,478.2621264
32.76245596,10.95235338,37.64629179,4.019470352,473.3604956
33.4794716,12.60888879,37.22939452,4.20590389,559.199048
33.78520721,13.03951103,36.31272657,2.018194629,447.1876443
33.21718784,10.99968366,38.44276669,4.243812817,505.2300683
31.12809005,13.27895623,37.38718053,4.626075292,557.2526867
33.36951736,10.62794923,38.04031367,3.002957023,422.3687366
32.83789305,13.18518117,35.92159519,1.823595183,445.0621855
30.57436368,11.35104901,37.08884658,4.078308002,442.0644138
32.27459383,12.95481145,37.10881638,3.689916615,533.0400602
33.144234,11.73704064,37.93518905,2.190132185,424.2028271
33.48551976,11.8873453,35.86244708,3.206756698,498.6355985
31.97648006,10.75713093,36.59586795,1.977007128,330.594446
32.13386241,11.61265077,39.2488039,3.349245383,443.4418601
32.3025531,11.97906148,38.26906069,3.53286158,478.6009159
31.82797906,12.46114744,37.42899737,2.974736815,440.0027475
32.01807401,10.07946345,38.07066426,2.61816531,357.7831107
32.997459,12.58924056,37.33224075,2.804013693,476.1392469
31.81642833,14.28801459,36.77386137,2.964497876,501.1224915
34.46151474,11.9171157,37.76668677,4.350887844,592.6884532
32.34279623,11.40964462,35.77778217,3.872432042,486.0834255
32.30274837,12.81539265,37.95780983,4.615426307,576.0252441
33.06644066,11.67322925,37.84065508,2.727209454,442.7228916
33.89464039,10.61053652,37.97738874,3.53712388,461.7909591
32.76566459,12.50654819,35.82346667,3.12650949,488.3875258
33.76981237,11.30446231,37.83397173,5.137816746,593.1564015
31.81248256,10.88692118,34.89782769,3.128638856,392.810345
32.00850452,12.09588949,36.37750903,3.178952405,443.197221
33.30433662,12.69266143,37.33359061,3.827375915,535.4807752
32.18984473,11.38677555,38.19748325,4.808320373,533.3965538
34.93560511,10.72841854,36.88119241,4.048510087,532.1274491
33.55165061,11.93689516,35.90025278,4.543332413,558.9481124
32.38696867,12.7179951,35.12882235,3.481062133,508.7719067
33.34450869,10.96980287,35.97457811,2.627624971,403.7669021
33.67275789,13.42054574,37.7636904,4.794312263,640.5840619
34.00207092,11.85468192,37.49189221,2.761861926,461.6282784
32.65539704,11.91885971,35.71626916,2.159676023,382.4161079
32.05426185,13.14966956,37.6504002,4.195614413,561.8746577
33.22877227,12.6853939,36.04898625,2.139403004,444.5761441
32.07759004,10.34787695,39.0451557,3.434559723,401.0331352
33.98100558,9.316289204,36.91495155,2.868428182,384.3260571
34.17951757,12.58154773,35.4442647,3.137068975,527.7829958
32.60273898,11.76444759,37.92270381,3.525806412,482.1449969
32.03054972,12.64420212,38.00182747,5.038107494,594.2744834
33.10035775,11.83211223,36.84149164,3.612239152,502.0925279
32.99059904,10.44123506,35.9389625,2.895075163,407.6571788
34.38582029,12.72971951,36.2321098,5.705940717,708.9351849
34.35719627,9.477777608,37.90601452,5.047022551,531.9615505
33.7051128,10.16317906,37.76304108,4.778973636,521.2407802
32.40429505,11.60899794,38.11045691,2.966558885,447.3690272
31.82934646,11.26825923,36.95696543,2.668919773,385.152338
31.36621217,11.16315954,37.08831936,3.620354589,430.5888826
31.44744649,10.1016322,38.04345265,4.238296188,418.6027421
33.58294684,12.76153128,36.90818962,2.479339823,478.9514048
32.39742194,12.05534016,37.68546549,3.506967574,483.7965221
35.03744996,11.93593497,35.78392374,3.310150347,538.9419745
32.78494023,12.45120001,36.66579137,3.535802468,486.1637991
33.97172204,12.28446707,38.29572526,1.13047696,385.0950071
33.38599019,12.78217179,35.55077227,3.228717686,527.7837898
33.55655567,12.96030713,37.95194632,3.345922321,547.1907494
33.58737339,9.953995006,37.34573893,3.215666827,410.6029439
34.18818406,13.13002166,35.42933439,3.790552137,583.977802
33.59396355,11.52056679,36.1891318,3.561215271,474.5323294
33.23626572,10.97255431,34.57402759,2.931619535,414.9350607
33.2089197,13.53191346,38.95246252,3.046540621,550.8133677
33.63781168,12.03950237,34.48718475,2.739200467,458.7811317
33.5904858,10.94206962,36.1704942,2.783963128,407.542168
34.19550803,12.66419262,37.02715036,4.330407444,581.3089329
35.86023651,11.73066139,36.88214908,3.416209978,546.5566669
33.48193057,11.91867031,37.31770495,3.336339382,503.1750852
33.25823783,11.51494907,37.1280395,4.662845304,549.1315733
32.31985797,12.4181132,36.1553362,3.222080767,482.8309859
32.43083858,13.88727541,38.38195597,3.772969025,557.6082621
31.44597248,12.84649907,37.86921694,3.42014953,484.8769649
35.74266981,10.88982828,35.56543624,6.115198946,669.9871405
34.01261946,12.91457009,36.04620352,3.488029991,547.7099886
34.14039343,11.56852664,38.91874854,4.082855279,537.8252823
32.37798966,11.97175079,37.19936753,2.829699575,408.2169018
33.17233109,13.07869244,37.32981863,5.405406467,663.0748176
33.2473222,11.95642648,36.51734612,3.45175071,506.3758668
33.59891334,13.25273709,37.30596142,2.935577274,528.4193297
33.08529799,13.09353728,38.31564796,4.750360071,632.1235881
32.27844335,12.52747174,36.68836654,3.531402303,488.270298
33.44155304,11.23596895,37.05261631,3.90447938,508.735741
32.86530121,12.07483017,35.56917032,2.39907979,411.1869636
31.5261979,12.04533198,38.50588333,2.847709026,409.0945262
33.00084964,11.23074331,36.99529017,3.781703565,467.8009244
32.08838063,11.9078441,35.18912244,4.349778419,512.1658664
33.26544447,13.05221039,38.7756653,4.574287716,608.2718166
32.9925732,13.00436201,36.98504142,4.620416385,589.0264898
33.86318871,11.52352268,35.93804523,3.0130325,444.0538266
32.59209323,10.31471792,36.7290294,4.791108745,493.1812614
32.38103459,12.43312853,37.6269068,4.334001444,532.7248055
31.5171218,10.74518855,38.79123469,1.428823877,275.9184207
33.45430193,11.01675564,37.63731096,4.137000388,511.0387861
32.21552742,12.21685469,36.9539597,2.910530822,438.417742
31.6739155,12.32914702,37.07437107,3.982462319,475.7250679
33.71755461,10.80696607,36.01231723,3.701229217,483.5431939
33.21547157,12.1351014,37.14209369,5.840505876,663.8036933
31.57413802,12.94155573,36.72527683,4.560396067,544.4092722
33.89457039,13.30029936,36.39368386,4.490002066,630.1567282
33.12869269,10.39845771,36.683393,3.859817999,461.1122484
34.37032705,11.88780042,37.86144726,3.046620189,491.9115051
34.08026009,11.5914397,36.45689841,4.652854446,574.4156896
31.42522688,13.27147504,37.23984661,4.02210291,530.7667187
33.62530726,12.9882206,39.67259096,3.969417759,581.7987977
31.86274111,14.03986726,37.02226899,3.738225173,556.2981412
33.29258731,11.90650776,38.42286529,3.3766875,502.1327892
33.74922777,11.1371403,38.40137369,4.595522709,556.1863689
34.14496899,12.90266489,36.61119878,2.223993458,475.0716299
31.12397435,12.38651626,35.63211222,4.288486771,486.9470538
34.27824788,11.82272175,36.30854529,2.117382542,434.144202
33.66661568,10.98576379,36.35250277,0.936497597,304.1355916
32.25997327,14.13289346,37.02347924,3.762070443,571.2160048
35.4331653,11.91221048,36.08964366,4.000963586,583.0796357
31.96732095,11.48158715,39.24096484,3.532517165,445.7498412
32.14906052,10.04731474,37.18144731,3.535088428,392.9922559
33.91884418,12.42873693,37.30536188,4.158214653,565.9943634
33.20061634,11.96598027,36.83153585,3.549036057,499.1401524
32.5367749,11.12136606,36.97937237,4.129254688,510.5394217
34.0836633,8.668349517,35.90675637,2.252445963,308.5277466
33.02502014,12.50421981,37.64583879,4.051382465,561.516532
31.26810421,12.13250911,35.45679815,3.072076141,423.4705332
32.21292383,11.73299146,35.63395395,4.331863027,513.1531119
33.4995061,11.94659088,36.48632507,3.937862643,529.1945189
32.90485367,12.55610762,37.80550943,0.26990109,314.4385183
32.20465465,12.48070152,37.68028761,3.27946626,478.584286
32.67515451,12.59419407,37.68387537,2.571777835,444.582165
32.99838766,10.94684194,37.64780806,3.826030618,475.0154071
33.94311858,11.48419869,36.83936583,2.402453833,436.7205559
33.55210836,11.12087087,36.80837606,4.027813842,521.1953105
33.67683087,10.97139243,37.72236711,3.629339915,478.1830597
32.64194637,11.58894858,36.32214092,3.189609942,432.4811686
33.42121218,10.70664152,35.7661535,3.393975043,438.3037078
32.76707608,11.07625934,34.7797505,2.57494847,388.9405488
33.11995443,12.95326254,37.03427958,3.47202138,534.7714849
35.37187609,10.5724666,36.86218335,4.198349061,537.9157529
33.97608258,11.65803681,37.42527868,2.086348147,407.8763782
34.03416353,13.59251266,36.83865679,3.605933918,618.8459704
32.77049216,11.37176736,35.26149812,4.03438613,502.7710746
33.50381038,11.23341495,37.21115258,2.32055025,397.4205841
31.87455169,10.29035077,36.92976156,3.491093337,392.2852442
32.53323998,14.12178384,38.40632901,5.320093864,689.2356998
34.85131417,12.41554196,37.67232248,3.130538462,543.1326263
