v_mrf,4.47
10,SMPC522A1DC0040_SE-PGA454_20171012_082108.dat
category,startRow,nRows,type
environmentMetaData,13,2,emd
fileMetaData,15,2,fmd
systemMetaData,17,2,smd
vehicleInformationMetaData,19,2,vimd
visionMetaData,21,2,vmd
Pedestrian,23,219,Pedestrian
TwoWheeler,242,925,TwoWheeler
Unclassified3DMarking,1167,2721,Unclassified3DMarking
Vehicle,3888,2474,Vehicle
countryCode,gpsCoordinates,recordingLocation,recordingTime,ambientTemperature,countryStateCode,timeOfDayAuto,season,rightHandedTraffic
SE,,,2017-10-12T08:21:08.000Z,,,,,
sourceFile,backupLocation,damagedFiles,numberOfFrames,streamNames,labelSelectable,comments,purpose,oldPurpose,dataSet,TSAdataSet,LDdataset,LSRdataset,ODdataset,TLRdataset,splitStartSequenceName,unreadableFiles,relatedIssueNumber,tripId,pexVersion,naviReconstructed,LDdatabaseUseCase,ODdatabaseUseCase,HBAdatabaseUseCase,TSAdatabaseUseCase,sentStatusHella,sentDateHella,sentStatusVisage,sentDateVisage,distanceToTarget,egoSpeed,team,sequence
,,,,,,,,,KPI,,,,,,,,,,,,,,,,,,,,,,,
additionalSensors,leftCameraSensorType,rightCameraSensorType,savingMode,cameraID,cameraSensorTemperatureMin,cameraSensorTemperatureMean,cameraSensorTemperatureMax,softwareVersion,hardwareVersion,pitchAngleMin,pitchAngleMax,rollAngleMin,rollAngleMax,diskID,navigationSystem,cameraType,driverName,currentHorizon,calibratedHorizon,cameraAssembly,systemRelease,gpsType,navigationSystemVersion,bobFirmwareVersion,bobHardwareVersion,collectionComputerId,collectionToolVersion,dgpsAvailable,externalGpsAvailable,lidarAvailable,naviAvailable,radarAvailable,DGPSmodel
,,RGB,,SMPC522A1DC0040,,,,SMPC5_R0C_RC12(170961),,,,,,,,,stefan.halldin,,,,,,,,,,4.0.0,,,,,,
horizontalDrivenCurvatureMaxLeft,horizontalDrivenCurvatureMaxRight,horizontalDrivenCurvatureRadius,verticalDrivenCurvatureMin,sCurvature,verticalDrivenCurvatureMax,wipers,windshieldWasher,minVelocity,maxVelocity,meanVelocity,minYawRate,maxYawRate,meanYawRate,minAcceleration,maxAcceleration,meanAcceleration,vehicle,drivenDistance,highBeamOn,longitudinalAccelerationAverage,longitudinalAccelerationMin,longitudinalAccelerationMax,lateralAccelerationAverage,lateralAccelerationMin,lateralAccelerationMax,egoVehicleBeamType,egoVehicleWindshieldType,meanPitchRate,meanRollRate,vin,vehicleHeadlightID,vehicleHeadlinghtsType,vehicleWindshieldType,windshieldExtras,vehiclePlatform
,,,,,,,false,0,5.90000009536743,0.331097557959033,,,,,,,SE-PGA454,0.00276332684104698,false,,,,,,,,clear,,,,,,,,
roadUser,sky,timeOfDay,roadMaterial,roadCharacteristics,roadType,roadCover,surfaceQuality,castShadows,objects,glare,exposure,spray,precipitation,detailedPrecipitation,blockage,sight,sightValue,diffusion,destinationSet,interestingLane,interestingSign,roadCharacteristicsAutomatic,specialEvent,streetGlare,useCase,tailgatingVehicle,sunDirection,roadCategorySignType,streetLighting,bottsDots,egoVehicleWindshieldType,cameraPositionVertical,cameraPositionHorizontal,smoke,LSRroadType,trafficDensity
,partlyCloudy,day,,,city,,,,,,,,none,none,none,full,,,,,,,,,,,,,false,false,,,,,,
frameNumber,streamName,refId,objectType,height,direction,movement,occlusion,headOccluded,feetOccluded,overlapped,unsharp,strangePose,crossing,accessory,topLeftX,topLeftY,topRightX,topRightY,bottomRightX,bottomRightY,bottomLeftX,bottomLeftY,box3DGroundLength,box3DGroundWidth,box3DGroundCenterX,box3DGroundCenterXSigma,box3DGroundCenterY,box3DGroundCenterYSigma,box3DClosestPointX,box3DClosestPointY,box3DOrientationAngle,box3DOrientationAngleSigma,box3DHeight,box3DRelVelocityX,box3DRelVelocityXSigma,box3DRelVelocityY,box3DRelVelocityYSigma,box3DDataSource,box3DLidarInterpolationAge,box3DClassificationQuality,lidarDistanceX,lidarDistanceY,lidarVelocityX,lidarVelocityY,isInvalid,isStatic,ObjectId,Ibeo2MarkingsVersion,IdcOdExtractorVersion,clusterID,faceVisible,leftBorderVisibility,rightBorderVisibility
180,RggbLogarithmicMasterWindowA,29036,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.52437445950189,0.0445933354125014,5.29924180654008,0.0466211108078896,-1,-1,-1.14064452585272,0.0733342910398989,2,0.221546086516585,0.217198629073164,-1.43949764138804,0.219606078251151,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29036,,,
180,RggbLogarithmicMasterWindowA,29044,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.52437445950189,0.0445933354125014,5.29924180654008,0.0466211108078896,-1,-1,-1.14064452585272,0.0733342910398989,2,0.221546086516585,0.217198629073164,-1.43949764138804,0.219606078251151,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29044,,,
181,RggbLogarithmicMasterWindowA,29044,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.53446571363542,0.0436733838402061,5.23361525885274,0.0453184802296343,-1,-1,-1.14064473526057,0.0726303786316459,2,0.222411895808822,0.204270484194106,-1.44814877192382,0.207256915853384,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29044,,,
181,RggbLogarithmicMasterWindowA,29053,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.53446571363542,0.0436733838402061,5.23361525885274,0.0453184802296343,-1,-1,-1.14064473526057,0.0726303786316459,2,0.222411895808822,0.204270484194106,-1.44814877192382,0.207256915853384,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29053,,,
182,RggbLogarithmicMasterWindowA,29053,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.54455260628387,0.0433769083183093,5.1675480994482,0.0446461033535713,-1,-1,-1.14067463837857,0.0719463706601484,2,0.221378885584185,0.19427211929305,-1.45912554995807,0.197721713659152,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29053,,,
182,RggbLogarithmicMasterWindowA,29062,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.54455260628387,0.0433769083183093,5.1675480994482,0.0446461033535713,-1,-1,-1.14067463837857,0.0719463706601484,2,0.221378885584185,0.19427211929305,-1.45912554995807,0.197721713659152,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29062,,,
183,RggbLogarithmicMasterWindowA,29062,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.55451279989644,0.0434337087010038,5.10095815602534,0.0443853114388491,-1,-1,-1.14073770079617,0.0712809726914431,2,0.217348711004643,0.186908732778818,-1.47285309145191,0.190651241902754,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29062,,,
183,RggbLogarithmicMasterWindowA,29064,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.55451279989644,0.0434337087010038,5.10095815602534,0.0443853114388491,-1,-1,-1.14073770079617,0.0712809726914431,2,0.217348711004643,0.186908732778818,-1.47285309145191,0.190651241902754,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29064,,,
184,RggbLogarithmicMasterWindowA,29064,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.56420418064064,0.0436426171622271,5.03373310848159,0.0443695341585955,-1,-1,-1.14082181254595,0.0706405101404814,2,0.208573476835544,0.181797580343697,-1.48617108407578,0.185610078858299,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29064,,,
184,RggbLogarithmicMasterWindowA,29073,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.56420418064064,0.0436426171622271,5.03373310848159,0.0443695341585955,-1,-1,-1.14082181254595,0.0706405101404814,2,0.208573476835544,0.181797580343697,-1.48617108407578,0.185610078858299,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29073,,,
185,RggbLogarithmicMasterWindowA,29073,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.57343358995915,0.0438705944705902,4.96589794465342,0.0444803034706717,-1,-1,-1.14108688912998,0.070020030121093,2,0.195334635090941,0.17849835729745,-1.4977337357938,0.18214285071678,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29073,,,
185,RggbLogarithmicMasterWindowA,29075,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.57343358995915,0.0438705944705902,4.96589794465342,0.0444803034706717,-1,-1,-1.14108688912998,0.070020030121093,2,0.195334635090941,0.17849835729745,-1.4977337357938,0.18214285071678,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29075,,,
186,RggbLogarithmicMasterWindowA,29084,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.58201120551088,0.0440349026017559,4.89743655578796,0.0446340937896103,-1,-1,-1.14162609354938,0.0694221313205658,2,0.1814400667932,0.176623040002474,-1.51294977396076,0.179924356094166,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29084,,,
186,RggbLogarithmicMasterWindowA,29087,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.58201120551088,0.0440349026017559,4.89743655578796,0.0446340937896103,-1,-1,-1.14162609354938,0.0694221313205658,2,0.1814400667932,0.176623040002474,-1.51294977396076,0.179924356094166,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29087,,,
187,RggbLogarithmicMasterWindowA,29087,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.58991992077291,0.0441005093946964,4.82825394660802,0.044769464009356,-1,-1,-1.14227042609749,0.0688489779594576,2,0.166863763156709,0.175675230723992,-1.52881653309584,0.178644352940651,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29087,,,
187,RggbLogarithmicMasterWindowA,29096,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.58991992077291,0.0441005093946964,4.82825394660802,0.044769464009356,-1,-1,-1.14227042609749,0.0688489779594576,2,0.166863763156709,0.175675230723992,-1.52881653309584,0.178644352940651,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29096,,,
188,RggbLogarithmicMasterWindowA,29096,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.59717631622454,0.0440646281818084,4.75838092364084,0.0448576842297894,-1,-1,-1.14305627573649,0.0682988356974473,2,0.151997178112953,0.175265673628607,-1.5431466059521,0.17804580567307,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29096,,,
188,RggbLogarithmicMasterWindowA,29099,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.59717631622454,0.0440646281818084,4.75838092364084,0.0448576842297894,-1,-1,-1.14305627573649,0.0682988356974473,2,0.151997178112953,0.175265673628607,-1.5431466059521,0.17804580567307,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29099,,,
189,RggbLogarithmicMasterWindowA,29099,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.60380641572283,0.0439329314808848,4.68786119598848,0.0448916231523587,-1,-1,-1.14391504126688,0.0677713935478913,2,0.139213409976667,0.175162266621127,-1.55838266073086,0.177942933791236,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29099,,,
189,RggbLogarithmicMasterWindowA,29108,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.60380641572283,0.0439329314808848,4.68786119598848,0.0448916231523587,-1,-1,-1.14391504126688,0.0677713935478913,2,0.139213409976667,0.175162266621127,-1.55838266073086,0.177942933791236,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29108,,,
190,RggbLogarithmicMasterWindowA,29108,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.60989476473515,0.0437169383631746,4.61671220003775,0.0448797015066104,-1,-1,-1.14479326000033,0.0672662990739562,2,0.127153575200555,0.175229421314755,-1.5696664429691,0.178168667821358,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29108,,,
190,RggbLogarithmicMasterWindowA,29117,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.60989476473515,0.0437169383631746,4.61671220003775,0.0448797015066104,-1,-1,-1.14479326000033,0.0672662990739562,2,0.127153575200555,0.175229421314755,-1.5696664429691,0.178168667821358,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29117,,,
191,RggbLogarithmicMasterWindowA,29117,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.61548297347912,0.0434316664951665,4.54513411055158,0.044840782171408,-1,-1,-1.14575930626364,0.0667828852720963,2,0.117397357547727,0.175389055495473,-1.57858249157278,0.178561886542604,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29117,,,
191,RggbLogarithmicMasterWindowA,29120,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.61548297347912,0.0434316664951665,4.54513411055158,0.044840782171408,-1,-1,-1.14575930626364,0.0667828852720963,2,0.117397357547727,0.175389055495473,-1.57858249157278,0.178561886542604,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29120,,,
192,RggbLogarithmicMasterWindowA,29120,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.62069210221073,0.0430946311728889,4.473205640671,0.0447978707256988,-1,-1,-1.14677975854064,0.0663206747206677,2,0.110597264279923,0.175598254756251,-1.58564269314976,0.1789871854821,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29120,,,
192,RggbLogarithmicMasterWindowA,29123,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.62069210221073,0.0430946311728889,4.473205640671,0.0447978707256988,-1,-1,-1.14677975854064,0.0663206747206677,2,0.110597264279923,0.175598254756251,-1.58564269314976,0.1789871854821,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29123,,,
193,RggbLogarithmicMasterWindowA,29126,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.62563060136635,0.0427258859269918,4.40106114854873,0.0447753753112214,-1,-1,-1.14782764740906,0.0658797475246396,2,0.105008024537493,0.17583986264164,-1.58626883991241,0.179324755229036,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29126,,,
193,RggbLogarithmicMasterWindowA,29131,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.62563060136635,0.0427258859269918,4.40106114854873,0.0447753753112214,-1,-1,-1.14782764740906,0.0658797475246396,2,0.105008024537493,0.17583986264164,-1.58626883991241,0.179324755229036,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29131,,,
194,RggbLogarithmicMasterWindowA,29131,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63038738265274,0.042353165808424,4.32892884594279,0.0447940658161028,-1,-1,-1.14915232206044,0.0654598959392793,2,0.103149403679179,0.176065871599629,-1.58556991903026,0.179455493135968,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29131,,,
194,RggbLogarithmicMasterWindowA,29140,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63038738265274,0.042353165808424,4.32892884594279,0.0447940658161028,-1,-1,-1.14915232206044,0.0654598959392793,2,0.103149403679179,0.176065871599629,-1.58556991903026,0.179455493135968,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29140,,,
195,RggbLogarithmicMasterWindowA,29140,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63511051753211,0.0420077619098482,4.25689592815581,0.0448535176733183,-1,-1,-1.15047218269772,0.065055985606852,2,0.103068278942789,0.176190819295626,-1.58131959476168,0.179399696938575,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29140,,,
195,RggbLogarithmicMasterWindowA,29145,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63511051753211,0.0420077619098482,4.25689592815581,0.0448535176733183,-1,-1,-1.15047218269772,0.065055985606852,2,0.103068278942789,0.176190819295626,-1.58131959476168,0.179399696938575,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29145,,,
196,RggbLogarithmicMasterWindowA,29145,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63985848886073,0.0417141984147673,4.18508722274331,0.0449457148127934,-1,-1,-1.1516890357862,0.0646661548933192,2,0.104021866600315,0.176171760647324,-1.57533209269429,0.179203982565944,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29145,,,
196,RggbLogarithmicMasterWindowA,29154,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.63985848886073,0.0417141984147673,4.18508722274331,0.0449457148127934,-1,-1,-1.1516890357862,0.0646661548933192,2,0.104021866600315,0.176171760647324,-1.57533209269429,0.179203982565944,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29154,,,
197,RggbLogarithmicMasterWindowA,29154,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.64463826104732,0.041486773253553,4.11356826084352,0.0450596421731551,-1,-1,-1.1528236466884,0.0642780998365587,2,0.105252234227802,0.176035407964432,-1.57011769598419,0.178886910223567,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29154,,,
197,RggbLogarithmicMasterWindowA,29158,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.64463826104732,0.041486773253553,4.11356826084352,0.0450596421731551,-1,-1,-1.1528236466884,0.0642780998365587,2,0.105252234227802,0.176035407964432,-1.57011769598419,0.178886910223567,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29158,,,
198,RggbLogarithmicMasterWindowA,29158,pedestrian,,NN,still,none,,,false,false,false,,,,,,,,,,,0.400856852531433,0.245117053389549,6.64945937707274,0.0413299508147153,4.042251339806,0.0451787043866279,-1,-1,-1.15382287296018,0.0638917163204383,2,0.105734284520566,0.175833763320954,-1.56610501382592,0.178470196309489,ibeoLUX,0,64,,,,,,true,1683,V.1.1.0.1,V.1.0.1,29158,,,
